"State: (0, 0)","State: (0, 1)","State: (0, 2)","State: (0, 3)","State: (0, 4)","State: (0, 5)","State: (0, 6)","State: (0, 7)","State: (0, 8)","State: (0, 9)","State: (0, 10)","State: (0, 11)","Wall: (1, 0)","State: (1, 1)","State: (1, 2)","State: (1, 3)","Wall: (1, 4)","State: (1, 5)","Wall: (1, 6)","State: (1, 7)","State: (1, 8)","State: (1, 9)","Wall: (1, 10)","State: (1, 11)","State: (2, 0)","State: (2, 1)","State: (2, 2)","State: (2, 3)","Wall: (2, 4)","State: (2, 5)","State: (2, 6)","State: (2, 7)","State: (2, 8)","State: (2, 9)","Wall: (2, 10)","State: (2, 11)","State: (3, 0)","State: (3, 1)","State: (3, 2)","State: (3, 3)","Wall: (3, 4)","State: (3, 5)","State: (3, 6)","State: (3, 7)","State: (3, 8)","State: (3, 9)","Wall: (3, 10)","State: (3, 11)","State: (4, 0)","Wall: (4, 1)","State: (4, 2)","State: (4, 3)","State: (4, 4)","State: (4, 5)","State: (4, 6)","Wall: (4, 7)","State: (4, 8)","State: (4, 9)","State: (4, 10)","State: (4, 11)","State: (5, 0)","State: (5, 1)","State: (5, 2)","State: (5, 3)","State: (5, 4)","State: (5, 5)","State: (5, 6)","State: (5, 7)","State: (5, 8)","State: (5, 9)","State: (5, 10)","State: (5, 11)","State: (6, 0)","State: (6, 1)","State: (6, 2)","State: (6, 3)","State: (6, 4)","State: (6, 5)","State: (6, 6)","State: (6, 7)","State: (6, 8)","State: (6, 9)","State: (6, 10)","State: (6, 11)","Wall: (7, 0)","State: (7, 1)","State: (7, 2)","State: (7, 3)","Wall: (7, 4)","State: (7, 5)","Wall: (7, 6)","State: (7, 7)","State: (7, 8)","State: (7, 9)","Wall: (7, 10)","State: (7, 11)","State: (8, 0)","State: (8, 1)","State: (8, 2)","State: (8, 3)","Wall: (8, 4)","State: (8, 5)","State: (8, 6)","State: (8, 7)","State: (8, 8)","State: (8, 9)","Wall: (8, 10)","State: (8, 11)","State: (9, 0)","State: (9, 1)","State: (9, 2)","State: (9, 3)","Wall: (9, 4)","State: (9, 5)","State: (9, 6)","State: (9, 7)","State: (9, 8)","State: (9, 9)","Wall: (9, 10)","State: (9, 11)","State: (10, 0)","Wall: (10, 1)","State: (10, 2)","State: (10, 3)","State: (10, 4)","State: (10, 5)","State: (10, 6)","Wall: (10, 7)","State: (10, 8)","State: (10, 9)","State: (10, 10)","State: (10, 11)","State: (11, 0)","State: (11, 1)","State: (11, 2)","State: (11, 3)","State: (11, 4)","State: (11, 5)","State: (11, 6)","State: (11, 7)","State: (11, 8)","State: (11, 9)","State: (11, 10)","State: (11, 11)",
1.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,0.0,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,0.0,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,0.0,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,0.0,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,0.0,-0.03999999910593033,-0.03999999910593033,0.0,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,1.0,-1.0,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,1.0,-1.0,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,0.0,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,0.0,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,0.0,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,0.0,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,0.0,-0.03999999910593033,-0.03999999910593033,0.0,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,1.0,-1.0,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,1.0,-1.0,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,
33.77181131036781,31.40060650349521,29.431064020437155,27.77017259538117,27.226263328646002,25.44579494629626,26.23364649975129,24.04768296229342,22.24342942195637,20.73538281550113,20.298174769932366,18.91822974855046,0.0,17.16278095565947,18.18139315271737,18.79736948628995,0.0,15.240413578208106,0.0,10.418468368035624,11.467119926473222,12.15838150819044,0.0,11.102916309379903,20.10159455370091,19.233918839259623,17.717855134752362,17.45729093078927,0.0,11.27135024156429,12.354438068035087,12.103658929329939,11.054195022320009,11.153904679764539,0.0,8.4102912103258,15.830513631760065,17.096265320703527,17.401596469365373,16.584803080191172,0.0,12.611017013788604,12.973255140228396,13.800595931298554,13.851906699898366,12.864056866429305,0.0,10.121192533437313,17.0907127712695,0.0,22.092539611055173,21.352829210709217,20.039780078891216,19.187511408223838,18.594772472207303,0.0,19.24482947985448,18.45037332407451,17.166156247465057,16.365949333329542,24.18940200180459,22.849559264295035,22.55698374157272,23.178250873871878,22.46527837326513,21.690485131174977,22.153750946018377,20.493930362121393,19.919502822895,20.32990785076028,19.478207102552993,18.636486756014303,27.518316246092652,25.39971023051297,23.786034097955046,22.627762613696138,22.269415997543625,20.98998873743942,21.95129666612005,20.166391409121637,18.794555055772186,17.817995911902898,17.717665838438123,16.820284285862524,0.0,14.35891817341217,15.295637676400114,15.87924062784918,0.0,12.938780696788411,0.0,8.35132850925492,9.344895500719485,10.041535937169213,0.0,10.241945081533897,19.425162354760083,18.31426026953462,16.58736159912032,16.146558273233556,0.0,9.81419317593806,10.91499586312028,10.611384712703579,9.514782932010768,9.577292159241155,0.0,7.899018403432227,14.656720378466037,15.969233007882735,16.170686778117005,15.250305796014185,0.0,11.060047541832121,11.367519156401874,12.233528738512408,12.286118175593808,11.293929660938538,0.0,9.327512845896152,14.796220240367118,0.0,19.733253771363714,18.959065885719003,17.53418958422526,16.70757872040621,16.148376550831948,0.0,17.430161761223914,16.619136792478326,15.332541364280836,14.653899228140473,19.860404376257403,18.28355339695251,18.15928187027419,19.119647366466943,18.65338360030945,18.153086003288138,18.806523239728932,17.247956989042667,16.998207218399322,17.8442243042306,17.29263527303729,16.733605906741783,
55.69524906915868,54.59392630411095,53.6472000055646,52.73899842370075,51.925828389371446,51.027039614489674,51.1346141205926,50.10464153379375,49.22691213762686,48.38571763443891,47.6324869068827,46.79987432217335,0.0,52.58171720480765,52.76624256200741,52.065214902334844,0.0,50.237448466482725,0.0,48.161429336869915,48.40401197833019,47.76180159755376,0.0,46.068401770899165,47.515192063311446,47.44950889700534,46.07139894816648,50.73709249557137,0.0,48.64664773947435,42.00814025612046,40.67768968537824,38.02382588892233,37.319886818702656,0.0,45.3469681564919,46.82873048209097,47.483585237833196,43.51140549188116,40.399436668420186,0.0,39.81903538044155,41.011842729072484,41.80589859745757,39.90962743699439,38.13600245695075,0.0,37.54878538140614,46.48031215713638,0.0,44.44826613592474,42.21143267154989,40.36636576460056,40.68213919411609,42.027069314977894,0.0,40.833931138260276,40.03952453650984,38.30416266114957,38.487526473247534,47.630347058378526,44.726153746298756,44.52156356386475,43.171729687652615,42.289221256366865,41.53141389340023,43.17058137431168,41.25159025209011,40.61357500296984,41.093106444037886,40.185983465618115,39.418380369793574,47.843990118829716,46.67066047983903,45.724187773912874,42.81964564830234,42.20073338871533,41.281923110190206,43.288887768180516,40.85661571529476,40.13399847361629,40.36713721549679,39.60446183784161,38.92101530679287,0.0,44.74688291770958,44.77120903069388,42.47321989601639,0.0,40.62817146546947,0.0,39.071960044359656,39.516201334995436,39.744827111946904,0.0,38.30588519416369,45.17653054837924,44.55521143599151,42.79768184798494,41.952729298424536,0.0,39.67291819221687,37.1906941659075,37.67382790344873,36.74603387704794,36.64742353465411,0.0,37.69917145620264,44.48067001181976,44.76891848441072,41.636761756420384,39.756994300836084,0.0,35.82389426672495,36.465790694994766,38.852624552959924,38.87526123910314,37.65630566523381,0.0,37.24231649967253,39.542062168464064,0.0,42.557918012960876,41.78321729016715,40.11884308595869,36.730494571235866,37.192623421656315,0.0,40.081001482046126,39.74968096601063,38.09835168286817,38.31642789890183,40.61050287542192,38.75584007911609,41.68410301978518,42.675969305757455,41.82915417910483,37.192623421656315,38.19862616163099,36.382423075449104,39.930577105277855,40.97397937304802,40.109830681328866,39.37470917388564,
70.36142417347827,69.09282795608787,67.9812051973445,66.91197206399156,65.95707263750518,64.9006298153162,65.26906121375305,64.07782942078371,63.04118302620753,62.04485137049025,61.155129405080935,60.17080128030353,0.0,66.91572239658754,66.94098538707105,66.09665376079836,0.0,63.97230310227512,0.0,61.97570022545058,62.06482864172251,61.284557664462,0.0,59.305845308761604,66.3578501387261,65.9301237683292,64.96745466284068,65.1634397555389,0.0,63.02823437150828,62.79996310726761,61.19199815319269,60.16746423044866,60.40806074135073,0.0,58.452322527799346,65.38236318149626,65.1902410245067,64.24065370700497,63.197852047477056,0.0,61.645690075181555,57.780244632662395,58.64000486635995,57.94893468157218,51.675854091155585,0.0,57.61008389699652,62.740970648718026,0.0,63.12683788696836,62.28211933739936,58.19075974032944,54.590817043160605,54.712299535963254,0.0,56.72784265429343,53.08265838422841,50.94782395002733,50.990452138665745,63.9975279421469,62.02714316692067,61.14483559191736,61.62207286903315,60.47211324182025,54.71252576263207,55.74685033943501,53.85043175281479,53.52873227979169,53.88646702820437,52.85024185464574,51.956027851838364,64.59635395353438,63.28489080133322,62.15993221806854,61.22204482114332,60.38114502230727,54.713861388384046,55.831965733801006,54.70817868961358,53.80839319927046,53.13343821726882,52.442182398930576,51.65428089694828,0.0,61.1704832349392,61.17733744627115,60.22254531595817,0.0,53.921343413101006,0.0,52.74711644100805,52.96781925195475,52.45510447191411,0.0,50.90304054210477,61.17056516853448,60.4462030822273,59.18573698102698,58.383726496338426,0.0,53.19331510197864,53.63323864816714,52.0907212414892,51.19908993709855,51.66474832093748,0.0,50.16170314810918,60.33183401950083,60.750224258123424,59.719551238809025,56.73873776112758,0.0,52.47896561608109,52.98984951108951,53.8723990867138,53.831581250476944,52.1366901590368,0.0,51.34481744251278,59.45229389409949,0.0,58.742228416527745,56.069608668508366,54.27066344524783,53.56104707087824,53.558518037184214,0.0,55.088209575743825,54.16259969871804,52.31298172818296,52.38868649743554,60.568123702757426,53.96535709567735,56.26691718971995,57.03846622774856,56.02598500843621,55.058387849684465,54.601457495952786,52.09252024908489,54.36546657063536,55.32860897042753,54.30820966215319,53.41990028150405,
80.17269075297793,78.79219321019535,77.57025926823609,76.39330046897966,75.34358798873438,74.1816789577714,73.8726089394197,72.58562610671433,71.45443417975544,70.36573802730427,69.39485193173248,68.32020104566523,0.0,76.50477646747913,76.42349732786936,75.48329930096986,0.0,73.1605419787322,0.0,70.38895137899848,70.38571220867989,69.5231441569146,0.0,67.37575192716898,75.90714305924769,75.40780466586953,74.34507435875564,74.4552272010907,0.0,72.16439977790984,72.25578394151442,71.17955686312116,68.56461485868988,68.58258168103507,0.0,66.44351075834665,74.93312257491662,75.49637814865747,74.48194327223933,72.50130220639488,0.0,71.17957298379658,71.25782840391652,71.13184484835688,67.88302887977252,66.6156258137441,0.0,65.52332108690571,73.9021280957284,0.0,74.61751231112531,73.50972019643059,71.42977725212465,70.34812193457908,70.30301634977043,0.0,68.12502568311044,67.18554565608638,65.21358558572264,64.69922662105644,76.15015914284983,74.01565770277665,73.6596413942506,73.66867009934727,72.47439774877533,71.31930386456473,70.59212473837974,68.51191939679434,67.37327872541425,67.60269134704929,66.4665997052907,65.42223491271035,76.41035375483568,74.98338426932325,73.81673188185292,72.8155652157256,71.90215609607587,70.8650060095408,70.62549034792855,69.30451828253321,68.14158867002716,66.75647201774864,65.92044238092227,64.97217869108326,0.0,72.74325952152721,72.72394956627369,71.92911386163007,0.0,69.88085759263049,0.0,67.13808227873211,67.09039949629329,65.98866648519707,0.0,64.07073804337266,71.62862444121613,70.88753148714635,70.61487238162118,70.9183692368837,0.0,68.69753603025401,66.97227622409576,63.66190377310101,61.51700404789804,64.70149796405347,0.0,59.07236098736844,70.6605411476624,70.87499926626968,70.01451749610803,68.30101088289264,0.0,65.04284080974149,64.14175511000865,64.57743524006275,63.08979077287924,61.09127993767249,0.0,60.08294108773596,69.38084674199571,0.0,70.21073631804023,69.17793825966841,67.16042247422789,66.27284513737654,66.38122825596884,0.0,64.19986795558174,63.071810528613604,61.11619314504725,61.105746076268034,70.55712174555102,68.38164229666398,69.18592076982762,69.3857067303043,68.30479557516352,67.25736020427796,67.5030529579306,65.36675888477973,63.28645084322026,64.21790078574186,63.101023144399896,62.11831665292659,
86.73615745164393,85.28080100896328,83.98507192835793,82.73604763021612,81.62290783241677,80.39044481706108,80.60397844171096,79.23784593142004,78.02878419676244,76.86407834016389,75.82616446500045,74.6769936495479,0.0,82.91958912760097,82.76703624191511,81.76270623746343,0.0,79.30722033023305,0.0,76.96330139600549,76.88590546671693,75.9557962084718,0.0,73.66697610665288,82.24334589938582,81.7429053438386,80.61792144305352,80.67111865199644,0.0,78.24485916523766,78.29903746865445,77.25431688770367,75.34225639326644,74.98792488538099,0.0,72.66984236652767,81.11583601543374,80.94527749047721,79.96834366084,78.13055965687153,0.0,77.19909474596413,77.27766042992228,77.51419678667219,76.3315021346832,73.1804955762728,0.0,71.68542888266538,82.43960421035563,0.0,80.10696707137618,79.00186957054461,76.91635441830047,76.15167054105427,76.23877420353166,0.0,76.09252753086481,74.85739211022646,72.75016291842964,70.949855272039,83.71982999781231,81.50926032779691,79.33636094517271,79.540598102499,78.34697959955433,77.20645032645709,77.37426360735559,75.25589115561496,74.51263766864294,74.73898466583687,73.57813276528039,72.37643146518683,83.97915120750677,82.45757032477306,81.01110014710385,79.78747263714006,78.68413613220604,77.47420482622269,77.69873863010926,76.26338147017958,75.04435529194262,74.00471503267592,73.07856021839851,72.02534281804498,0.0,80.1134641852347,79.84418638072232,78.84841486575378,0.0,76.42542914838421,0.0,74.02324953814176,73.93385725329564,72.95683238409494,0.0,71.04778253898554,79.55693042902048,78.96845599511073,77.74217879688297,77.79212629296995,0.0,75.4087890951309,75.55875772183472,74.51148847487558,72.04700295520954,71.98921516827906,0.0,70.08270821107398,78.53856018606321,79.0188364077687,77.92503253922288,75.81833954794475,0.0,74.40448468974868,74.54923075581064,74.68314598577648,73.4384875234359,70.22612320710563,0.0,66.82379038435647,77.47365828588316,0.0,77.77500682295171,76.63415967100306,74.5150787554512,73.26388790851959,72.534642621007,0.0,72.82826894462278,70.16479916917726,67.98080320213008,67.88057836070402,78.33771073396504,76.07806680132079,76.65987266971814,76.60964257361756,75.46945073330315,74.3298827786802,73.56471871300607,71.36691371157612,70.67620648647777,71.19054386954842,69.98890960906436,68.92179183733256,
